id,word
840,mulata
841,carnitas
841,&
841,cookies
842,tacos
842,birria
842,chela's
843,más
843,y
843,jibaritos
844,grill
844,frontera
845,world
845,sushi
846,museum
846,children's
846,works
846,wonder
847,tacos
847,memo
847,don
848,dumplings
848,qing
848,xiang
848,yuan
849,bourgeois
849,pig
849,cafe
850,brewhouse
850,goose
850,island
851,&
851,g's
851,donny
851,ristorante
851,bar
852,plush
852,pup
853,express
853,restaurant
853,jalisco
854,loteria
854,taqueria
854,la
855,pizza
855,angelo's
855,stuffed
856,chilo
856,y
856,chela
857,lounge
857,licorice
858,and
858,thai
858,pride
858,sushi
859,manzana
859,la
860,curry
860,chicago
860,house
861,khan
861,bundoo
861,-chicago
862,kfire
863,016
863,&
863,restaurant
863,shop
863,sandwich
864,pizza
864,dino's
865,temakeria
865,sora
866,bar
866,roma
867,contemporary
867,sushi
867,blowfish
868,&
868,fish
868,shark's
868,chicken
869,korean
869,daebak
869,bbq
870,me
870,call
870,moose
871,mima's
871,cuba
871,taste
871,of
872,yee
872,noodle
872,joy
873,a
873,girl
873,sweets
874,pete's
874,place
875,taconazo
875,el
875,la
875,fiesta
876,trattoria
876,il
876,vicolo
877,gourment
877,markland-hubbard
877,provisions
878,eggs
878,sherniques
878,the
878,on
878,run
879,modern
879,indian
879,basant
880,kilbourn
880,park
880,cafe
881,gorditas
881,loli's
882,hubble
882,hookah
883,kori
883,silli
884,tanoshii
885,paprika
886,los
886,amigos
886,tres
887,reclaimed
887,restaurant
887,bar
887,and
888,restaurant
888,ok
888,sun
888,cho
889,de
889,5
889,taqueria
889,mayo
890,luke's
890,lobster
890,city
890,hall
890,chicago
891,yeowoosai
892,pizzeria
892,doreen's
893,pizza
893,maya's
894,village
894,sleeping
895,burgers
895,charly's
896,bacci
896,pizzeria
897,conservatory
897,park
897,lincoln
898,noodle
898,tank
899,pi-hi
899,cafe
900,oromo
900,cafe
901,el
901,acambaro
